step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
3685,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -0.2382. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-409.24658203125,-409.0083923339844,-0.238189697265625
3686,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -15.9050. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-426.14080810546875,-410.2358093261719,-15.904998779296875
3687,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -22.9380. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-436.8656921386719,-413.92767333984375,-22.938018798828125
3688,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): +0.4893. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-417.6501770019531,-418.1394958496094,0.48931884765625
3689,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -4.0094. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-421.5618591308594,-417.5524597167969,-4.0093994140625
3690,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): +16.1437. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-432.9664306640625,-449.11016845703125,16.14373779296875
3691,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): +10.1071. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-433.79608154296875,-443.9031982421875,10.10711669921875
3692,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +11.2305. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-429.6674499511719,-440.8979797363281,11.23052978515625
3693,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -2.5002. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-429.17401123046875,-426.67376708984375,-2.500244140625
3694,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -19.9277. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-449.6165771484375,-429.6888732910156,-19.927703857421875
3695,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -1.6535. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-432.4873352050781,-430.83380126953125,-1.653533935546875
3696,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +0.6329. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-430.69805908203125,-431.3309326171875,0.63287353515625
3697,A2C,A2C_Q,SingleObjective_PolicyBased,11,6,6,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 6): -17.0552. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-449.0780944824219,-432.0229187011719,-17.05517578125
3698,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +0.9849. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-429.632080078125,-430.6169738769531,0.984893798828125
3699,A2C,A2C_Q,SingleObjective_PolicyBased,5,6,6,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 6): +0.5508. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-429.645263671875,-430.19610595703125,0.55084228515625
3700,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -7.3517. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-454.2462463378906,-446.89459228515625,-7.351654052734375
3701,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: -15.1434. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-443.0223693847656,-427.8789978027344,-15.14337158203125
3702,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -3.3962. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-430.65875244140625,-427.2625732421875,-3.39617919921875
3703,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +19.9516. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-427.0938415527344,-447.04547119140625,19.951629638671875
3704,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -22.4847. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-455.4977722167969,-433.0130920410156,-22.48468017578125
3705,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,7,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 7: -1.2700. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-435.38079833984375,-434.11077880859375,-1.27001953125
3706,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,3,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 3: -18.2686. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-452.1729431152344,-433.9043884277344,-18.2685546875
3707,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -9.5696. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-447.06610107421875,-437.49652099609375,-9.569580078125
3708,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): -0.6414. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-439.5815734863281,-438.9401550292969,-0.64141845703125
3709,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +1.8354. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-439.7967834472656,-441.6322021484375,1.835418701171875
3710,A2C,A2C_Q,SingleObjective_PolicyBased,4,6,6,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 6): +0.4587. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-444.0386962890625,-444.4974060058594,0.458709716796875
3711,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -10.1479. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-456.4005126953125,-446.2525634765625,-10.14794921875
3712,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): +1.2239. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-444.525390625,-445.74932861328125,1.22393798828125
3713,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -12.4797. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-459.22271728515625,-446.7430419921875,-12.47967529296875
3714,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,7,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 7: -1.7951. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-446.6769714355469,-444.8818359375,-1.795135498046875
3715,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): +17.5853. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-444.359375,-461.9446716308594,17.585296630859375
3716,A2C,A2C_Q,SingleObjective_PolicyBased,11,6,6,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 6): -23.1102. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-468.51416015625,-445.40399169921875,-23.11016845703125
3717,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -9.2101. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-454.94921875,-445.7391052246094,-9.210113525390625
3718,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -3.7528. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-449.9479064941406,-446.195068359375,-3.752838134765625
3719,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,4,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 4: +0.3687. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-444.94219970703125,-445.3108825683594,0.368682861328125
3720,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +13.2021. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-448.36785888671875,-461.5699157714844,13.202056884765625
3721,A2C,A2C_Q,SingleObjective_PolicyBased,11,6,6,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 6): -20.9353. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-469.75225830078125,-448.8169250488281,-20.935333251953125
3722,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -2.0195. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-447.1503601074219,-445.1308898925781,-2.01947021484375
3723,A2C,A2C_Q,SingleObjective_PolicyBased,11,6,6,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 6): -3.6097. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-468.1142578125,-464.5045471191406,-3.609710693359375
3724,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -24.2118. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-473.3265075683594,-449.11474609375,-24.211761474609375
3725,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -0.6352. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-450.78826904296875,-450.1530456542969,-0.635223388671875
3726,A2C,A2C_Q,SingleObjective_PolicyBased,2,6,6,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 6): +14.9715. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-453.7998352050781,-468.7713623046875,14.971527099609375
3727,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -2.7212. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-455.32049560546875,-452.5992736816406,-2.721221923828125
3728,A2C,A2C_Q,SingleObjective_PolicyBased,3,6,6,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 6): -2.2499. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-457.08074951171875,-454.830810546875,-2.24993896484375
3729,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -28.5190. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-482.5037841796875,-453.9848327636719,-28.518951416015625
3730,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,5,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 5: -0.9750. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-454.4482116699219,-453.4731750488281,-0.97503662109375
3731,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,1,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 1: -17.1355. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-469.5419006347656,-452.4063720703125,-17.135528564453125
3732,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,1,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 1: -2.1036. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-453.5272216796875,-451.423583984375,-2.1036376953125
3733,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): +14.6655. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-454.0976867675781,-468.7632141113281,14.66552734375
3734,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -18.5366. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-474.3606262207031,-455.82403564453125,-18.536590576171875
3735,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -11.0351. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-467.45574951171875,-456.4206848144531,-11.035064697265625
3736,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): -3.0246. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-458.6883544921875,-455.66375732421875,-3.02459716796875
3737,A2C,A2C_Q,SingleObjective_PolicyBased,9,6,6,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 6): -19.7242. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-474.5302734375,-454.80609130859375,-19.72418212890625
3738,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): +1.1268. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-453.58038330078125,-454.7071838378906,1.126800537109375
3739,A2C,A2C_Q,SingleObjective_PolicyBased,1,6,6,0,"Action 1 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 1 vs highest-logit action (action 6): -18.0971. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-475.02423095703125,-456.9271545410156,-18.097076416015625
3740,A2C,A2C_Q,SingleObjective_PolicyBased,8,6,6,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 6): +3.6973. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-454.44952392578125,-458.1468505859375,3.69732666015625
3741,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,5,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 5: -2.6825. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-457.031494140625,-454.3490295410156,-2.682464599609375
