step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
4316,Envelope,MORL_vec,MORL_RDX,8,3,3,0,"Action 8 was executed; the highest-Q action (action 3) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.941 weighted; Network: gains 0.352 weighted; Security: gains 0.557 weighted.",-0.94139177,0.35211226,0.55676883,-12.973765,1.7630135,-119.062965,-12.032374,1.4109012,-119.61973,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9420318603515625,4.6640625,12263.181640625,0.018862860277295113,0.0535888671875,0.0819789320230484,0.0,21.85714340209961,0.0,715.7142944335938,0.0,8.0,7.0
4317,Envelope,MORL_vec,MORL_RDX,6,6,3,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 3: better on Security, worse on Resource, Network. Per-component: Resource: loses 0.326 weighted; Network: loses 0.221 weighted; Security: gains 2.242 weighted.",-0.32592392,-0.22083107,2.2424927,-12.563682,1.278159,-117.48167,-12.237758,1.49899,-119.72416,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9420318603515625,4.6640625,12266.123046875,0.011848176829516888,0.06341552734375,0.0819789320230484,0.0,21.85714340209961,0.0,715.5714111328125,0.0,8.0,7.0
4318,Envelope,MORL_vec,MORL_RDX,8,8,3,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 3: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.244 weighted; Network: gains 0.323 weighted; Security: gains 0.445 weighted.",-0.2438858,0.32285693,0.4450104,-13.643259,1.4784597,-119.24999,-13.399373,1.1556028,-119.69501,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9420318603515625,4.6640625,12269.06640625,0.011748449876904488,0.053619384765625,0.0819789320230484,0.0,21.85714340209961,0.0,715.4285888671875,0.0,8.0,7.0
4319,Envelope,MORL_vec,MORL_RDX,6,6,3,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 3: better on Security, worse on Resource, Network. Per-component: Resource: loses 0.326 weighted; Network: loses 0.009 weighted; Security: gains 1.555 weighted.",-0.32584533,-0.009033036,1.5549318,-14.379664,0.8639247,-118.76522,-14.05382,0.8729577,-120.32015,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9425899982452393,4.6640625,12272.009765625,0.011849267408251762,0.06256103515625,0.0819789320230484,0.0,21.85714340209961,0.0,715.2857055664062,0.0,8.0,7.0
4320,Envelope,MORL_vec,MORL_RDX,2,2,8,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 8: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.901 weighted; Network: loses 0.161 weighted; Security: gains 0.680 weighted.",0.9010315,-0.16132498,0.6800812,-13.823608,0.5836111,-118.8272,-14.72464,0.744936,-119.507286,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9425899982452393,4.6640625,12274.953125,0.011682783253490925,0.05364990234375,0.0819789320230484,0.0,21.85714340209961,0.0,715.1428833007812,0.0,8.0,7.0
4321,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.400 weighted; Network: gains 0.474 weighted; Security: gains 1.592 weighted.",-0.39957124,0.4741843,1.5916626,-14.264476,1.1360239,-117.700005,-13.864905,0.6618396,-119.29167,22.0,188.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9425899982452393,4.6640625,12277.896484375,0.011739730834960938,0.06243896484375,0.0819789320230484,0.0,21.85714340209961,0.0,715.0,0.0,8.0,7.0
4322,Envelope,MORL_vec,MORL_RDX,3,8,8,0,"Action 3 was executed; the highest-Q action (action 8) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is better on Security, worse on Resource, Network. Per-component: Resource: loses 1.294 weighted; Network: loses 0.247 weighted; Security: gains 0.771 weighted.",-1.2940842,-0.24718906,0.77100223,-15.473088,0.59113467,-117.8429,-14.179004,0.8383238,-118.61391,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.942868947982788,4.6640625,12280.83984375,0.0047514778561890125,0.01331329345703125,0.0819789320230484,0.0,21.85714340209961,0.0,714.8571166992188,0.0,8.0,7.0
4323,Envelope,MORL_vec,MORL_RDX,6,6,8,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 8: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.045 weighted; Network: loses 0.074 weighted; Security: gains 0.628 weighted.",0.04536896,-0.074294224,0.6277405,-13.424605,0.34116402,-118.62087,-13.469974,0.41545823,-119.24861,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.942868947982788,4.6640625,12283.783203125,0.011440821923315525,0.061004638671875,0.0819789320230484,0.0,21.714284896850586,0.0,714.8571166992188,0.0,7.0,7.0
4324,Envelope,MORL_vec,MORL_RDX,2,2,8,1,Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 8: better on all objectives. Per-component: Resource: gains 1.205 weighted; Network: gains 0.090 weighted; Security: gains 0.263 weighted.,1.2050819,0.0897018,0.26271057,-12.261534,1.1904757,-120.30627,-13.466616,1.1007739,-120.56898,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.942868947982788,4.6640625,12286.7265625,0.01140703447163105,0.05291748046875,0.0819789320230484,0.0,21.714284896850586,0.0,714.7142944335938,0.0,7.0,7.0
4325,Envelope,MORL_vec,MORL_RDX,6,4,4,0,"Action 6 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is better on Security, worse on Resource, Network. Per-component: Resource: loses 0.812 weighted; Network: loses 0.678 weighted; Security: gains 1.145 weighted.",-0.8121071,-0.6776565,1.1447754,-12.643265,0.92494917,-119.52383,-11.831158,1.6026057,-120.6686,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.942868947982788,4.6640625,12289.669921875,0.03854915127158165,0.19091796875,0.0819789320230484,0.0,21.714284896850586,0.0,714.5714111328125,0.0,7.0,7.0
4326,Envelope,MORL_vec,MORL_RDX,3,4,4,0,"Action 3 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.974 weighted; Network: gains 0.203 weighted; Security: gains 0.572 weighted.",-0.97439575,0.20335537,0.57189333,-12.963752,1.8488235,-118.82914,-11.989356,1.6454682,-119.40103,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12292.61328125,0.004378455225378275,0.0112762451171875,0.0819789320230484,0.0,21.714284896850586,0.0,714.4285888671875,0.0,7.0,7.0
4327,Envelope,MORL_vec,MORL_RDX,6,6,7,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 7: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.413 weighted; Network: gains 0.383 weighted; Security: gains 0.216 weighted.",-0.41256028,0.38324326,0.21637574,-12.989656,1.2366312,-118.81731,-12.577096,0.8533879,-119.03368,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12295.556640625,0.011671611107885838,0.061767578125,0.0819789320230484,0.0,21.571428298950195,0.0,714.4285888671875,0.0,7.0,7.0
4328,Envelope,MORL_vec,MORL_RDX,8,8,2,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 2: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.257 weighted; Network: gains 0.301 weighted; Security: gains 0.003 weighted.",-0.25684968,0.30070224,0.003076172,-13.983243,1.6448258,-119.16407,-13.726394,1.3441235,-119.16715,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12298.5,0.03856468200683594,0.1915283203125,0.0819789320230484,0.0,21.571428298950195,0.0,714.2857055664062,0.0,7.0,7.0
4329,Envelope,MORL_vec,MORL_RDX,6,6,3,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 3: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.976 weighted; Network: gains 0.342 weighted; Security: gains 1.550 weighted.",-0.97599185,0.341807,1.5502626,-14.231061,1.3431888,-118.81663,-13.255069,1.0013819,-120.36689,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12301.443359375,0.01177324540913105,0.061981201171875,0.0819789320230484,0.0,21.571428298950195,0.0,714.1428833007812,0.0,7.0,7.0
4330,Envelope,MORL_vec,MORL_RDX,2,2,3,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 3: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.425 weighted; Network: gains 0.075 weighted; Security: gains 0.649 weighted.",-0.4247818,0.07469548,0.6486786,-14.470759,0.6703294,-119.06977,-14.045978,0.5956339,-119.71845,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12304.38671875,0.011544091627001762,0.053375244140625,0.0819789320230484,0.0,21.571428298950195,0.0,714.0,0.0,7.0,7.0
4331,Envelope,MORL_vec,MORL_RDX,6,6,4,1,Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on all objectives. Per-component: Resource: gains 0.821 weighted; Network: gains 0.411 weighted; Security: gains 1.848 weighted.,0.820723,0.41092232,1.8484864,-13.444701,1.3061123,-117.42979,-14.265424,0.89518994,-119.278275,22.0,188.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12307.330078125,0.011391503736376762,0.061248779296875,0.0819789320230484,0.0,21.571428298950195,0.0,713.8571166992188,0.0,7.0,7.0
4332,Envelope,MORL_vec,MORL_RDX,3,3,4,1,"Action 3 was executed and matches the highest-Q action (action 3). Compared to next-best action 4: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.341 weighted; Network: gains 0.065 weighted; Security: gains 0.276 weighted.",-0.3405838,0.06530514,0.27567446,-14.558059,0.6701308,-118.8164,-14.217475,0.6048256,-119.09208,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9434268474578857,4.66796875,12310.2734375,0.004553658422082663,0.01160430908203125,0.0819789320230484,0.0,21.571428298950195,0.0,713.7142944335938,0.0,7.0,7.0
4333,Envelope,MORL_vec,MORL_RDX,6,6,8,1,Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 8: better on all objectives. Per-component: Resource: gains 1.529 weighted; Network: gains 0.410 weighted; Security: gains 1.931 weighted.,1.5290536,0.41013455,1.9309297,-12.281753,0.22124669,-118.09865,-13.810806,-0.18888788,-120.02958,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9437060356140137,4.66796875,12313.216796875,0.011713572777807713,0.06207275390625,0.0819789320230484,0.0,21.428571701049805,0.0,713.7142944335938,0.0,7.0,7.0
4334,Envelope,MORL_vec,MORL_RDX,2,2,8,1,Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 8: better on all objectives. Per-component: Resource: gains 0.625 weighted; Network: gains 0.054 weighted; Security: gains 0.326 weighted.,0.62535095,0.053762127,0.3261017,-13.194846,0.69107485,-120.18198,-13.820197,0.6373127,-120.50808,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9437060356140137,4.66796875,12316.16015625,0.011479786597192287,0.053375244140625,0.0819789320230484,0.0,21.428571701049805,0.0,713.5714111328125,0.0,6.0,7.0
4335,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.293 weighted; Network: loses 0.348 weighted; Security: gains 2.074 weighted.",0.29339752,-0.34798443,2.0742738,-12.016775,0.7945637,-118.254036,-12.310172,1.1425481,-120.328316,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9437060356140137,4.66796875,12319.103515625,0.03827040642499924,0.1907958984375,0.0819789320230484,0.0,21.428571701049805,0.0,713.4285888671875,0.0,6.0,7.0
4336,Envelope,MORL_vec,MORL_RDX,8,7,7,0,"Action 8 was executed; the highest-Q action (action 7) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 8 is better on Network, worse on Resource, Security. Per-component: Resource: loses 0.766 weighted; Network: gains 0.308 weighted; Security: loses 0.020 weighted.",-0.76604766,0.3075361,-0.01989441,-12.996388,1.5990871,-118.44506,-12.230341,1.2915511,-118.42517,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9437060356140137,4.66796875,12322.046875,0.0040710992179811,0.00958251953125,0.0819789320230484,0.0,21.428571701049805,0.0,713.2857055664062,0.0,6.0,7.0
4337,Envelope,MORL_vec,MORL_RDX,6,4,4,0,"Action 6 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.093 weighted; Network: gains 0.108 weighted; Security: gains 0.932 weighted.",-1.0926437,0.10810218,0.9322907,-13.547362,1.3389468,-118.128365,-12.454719,1.2308446,-119.06065,16.0,178.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9437060356140137,4.66796875,12324.990234375,0.011593137867748737,0.060577392578125,0.0819789320230484,0.0,21.428571701049805,0.0,713.1428833007812,0.0,6.0,7.0
4338,Envelope,MORL_vec,MORL_RDX,8,8,2,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 2: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.219 weighted; Network: gains 0.552 weighted; Security: gains 0.350 weighted.",-0.21927337,0.5522504,0.34983218,-13.309952,1.9617052,-118.7593,-13.090678,1.4094548,-119.10913,18.0,184.5,22.0,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9442639350891113,4.66796875,12327.93359375,0.018581390380859375,0.053466796875,0.0819789320230484,0.0,21.428571701049805,0.0,713.0,0.0,6.0,7.0
4339,Envelope,MORL_vec,MORL_RDX,3,4,4,0,"Action 3 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.517 weighted; Network: gains 0.242 weighted; Security: gains 0.108 weighted.",-0.5167877,0.24213968,0.10838013,-13.656384,1.5721903,-120.07637,-13.139597,1.3300506,-120.184746,16.0,178.375,22.0,104.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9442639350891113,4.66796875,12330.876953125,0.0113432751968503,0.060791015625,0.0819789320230484,0.0,21.428571701049805,0.0,712.8571166992188,0.0,6.0,7.0
4340,Envelope,MORL_vec,MORL_RDX,8,8,7,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 7: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.219 weighted; Network: gains 0.607 weighted; Security: loses 0.034 weighted.",-0.21898194,0.60725355,-0.033718873,-14.430437,1.3307083,-118.39827,-14.211455,0.7234547,-118.364555,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9442639350891113,4.66796875,12333.8203125,0.0115601671859622,0.053741455078125,0.0819789320230484,0.0,21.285715103149414,0.0,712.8571166992188,0.0,6.0,7.0
4341,Envelope,MORL_vec,MORL_RDX,6,3,3,0,"Action 6 was executed; the highest-Q action (action 3) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 6 is better on Network, Security, worse on Resource. Per-component: Resource: loses 1.352 weighted; Network: gains 0.448 weighted; Security: gains 0.526 weighted.",-1.3515824,0.44773224,0.5264466,-14.616178,1.7181883,-117.94416,-13.264595,1.2704561,-118.470604,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9442639350891113,4.66796875,12336.765625,0.031188692897558212,0.191650390625,0.0819789320230484,0.0,21.285715103149414,0.0,712.7142944335938,0.0,6.0,7.0
4342,Envelope,MORL_vec,MORL_RDX,2,2,8,1,Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 8: better on all objectives. Per-component: Resource: gains 0.346 weighted; Network: gains 0.247 weighted; Security: gains 0.144 weighted.,0.3464615,0.24720134,0.14432374,-13.596568,1.3390428,-117.70855,-13.94303,1.0918415,-117.852875,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.944822072982788,4.671875,12339.7109375,0.011439187452197075,0.053985595703125,0.0819789320230484,0.0,21.285715103149414,0.0,712.5714111328125,0.0,6.0,7.0
4343,Envelope,MORL_vec,MORL_RDX,6,6,3,1,Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 3: better on all objectives. Per-component: Resource: gains 0.096 weighted; Network: gains 0.473 weighted; Security: gains 1.502 weighted.,0.09633942,0.47293606,1.5017396,-13.114764,1.5171249,-118.14314,-13.211104,1.0441889,-119.64488,22.0,188.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12342.65625,0.011484690941870213,0.060760498046875,0.0819789320230484,0.0,21.285715103149414,0.0,712.4285888671875,0.0,6.0,7.0
4344,Envelope,MORL_vec,MORL_RDX,3,3,8,1,"Action 3 was executed and matches the highest-Q action (action 3). Compared to next-best action 8: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.086 weighted; Network: loses 0.034 weighted; Security: gains 0.601 weighted.",1.085907,-0.034310177,0.6010895,-13.318834,0.8713404,-119.989174,-14.404741,0.90565056,-120.59026,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12345.6015625,0.004250389989465475,0.010101318359375,0.0819789320230484,0.0,21.285715103149414,0.0,712.2857055664062,0.0,6.0,7.0
4345,Envelope,MORL_vec,MORL_RDX,6,6,2,1,Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 2: better on all objectives. Per-component: Resource: gains 2.398 weighted; Network: gains 0.047 weighted; Security: gains 1.629 weighted.,2.3976395,0.046692897,1.6286225,-11.921187,1.1414789,-119.50418,-14.318827,1.094786,-121.132805,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12348.546875,0.018595831468701363,0.060760498046875,0.0819789320230484,0.0,21.14285659790039,0.0,712.2857055664062,0.0,6.0,7.0
4346,Envelope,MORL_vec,MORL_RDX,2,2,8,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 8: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.706 weighted; Network: loses 0.201 weighted; Security: gains 0.713 weighted.",0.705629,-0.20062473,0.7130219,-13.434313,0.7700245,-120.33471,-14.139941,0.9706492,-121.04774,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12351.4921875,0.0043779099360108376,0.01068115234375,0.0819789320230484,0.0,21.14285659790039,0.0,712.1428833007812,0.0,6.0,7.0
4347,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 1.063 weighted; Network: loses 0.085 weighted; Security: gains 2.350 weighted.",1.063041,-0.08533108,2.3504517,-11.722427,0.6850672,-117.305954,-12.785468,0.77039826,-119.65641,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12354.4375,0.038408007472753525,0.19091796875,0.0819789320230484,0.0,21.14285659790039,0.0,712.0,0.0,6.0,7.0
4348,Envelope,MORL_vec,MORL_RDX,3,4,4,0,"Action 3 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Relative to the highest-Q action: action 3 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.938 weighted; Network: gains 0.196 weighted; Security: gains 0.211 weighted.",-0.93808824,0.19571894,0.2109192,-13.666989,0.9249904,-118.32451,-12.728901,0.7292715,-118.53542,18.0,184.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12357.3828125,0.004362923558801413,0.01043701171875,0.0819789320230484,0.0,21.14285659790039,0.0,711.8571166992188,0.0,6.0,7.0
4349,Envelope,MORL_vec,MORL_RDX,6,6,7,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 7: better on Security, worse on Resource, Network. Per-component: Resource: loses 0.266 weighted; Network: loses 0.558 weighted; Security: gains 1.291 weighted.",-0.26603547,-0.5575635,1.2914429,-13.064916,0.3010048,-117.98137,-12.798881,0.85856825,-119.27281,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12360.328125,0.011538641527295113,0.06097412109375,0.0819789320230484,0.0,21.0,0.0,711.8571166992188,0.0,6.0,7.0
4350,Envelope,MORL_vec,MORL_RDX,8,8,2,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 2: better on Resource, Network, worse on Security. Per-component: Resource: gains 0.063 weighted; Network: gains 0.557 weighted; Security: loses 0.178 weighted.",0.06294556,0.55684614,-0.17772217,-13.213236,1.4369166,-119.288216,-13.276181,0.8800705,-119.1105,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12363.2734375,0.0383387990295887,0.1917724609375,0.0819789320230484,0.0,21.0,0.0,711.7142944335938,0.0,6.0,7.0
4351,Envelope,MORL_vec,MORL_RDX,2,2,4,1,"Action 2 was executed and matches the highest-Q action (action 2). Compared to next-best action 4: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.512 weighted; Network: gains 0.697 weighted; Security: gains 1.308 weighted.",-0.51157993,0.69699645,1.3082795,-13.930513,1.2119389,-119.06796,-13.418933,0.5149424,-120.37624,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12366.21875,0.011292321607470512,0.060577392578125,0.0819789320230484,0.0,21.0,0.0,711.5714111328125,0.0,6.0,7.0
4352,Envelope,MORL_vec,MORL_RDX,8,8,7,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 7: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.267 weighted; Network: gains 0.425 weighted; Security: gains 0.287 weighted.",-0.26741335,0.42452285,0.28720093,-13.085935,0.8190846,-118.44674,-12.8185215,0.39456174,-118.73394,22.0,188.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12369.1640625,0.011506489478051662,0.05389404296875,0.0819789320230484,0.0,21.0,0.0,711.4285888671875,0.0,6.0,7.0
4353,Envelope,MORL_vec,MORL_RDX,6,6,4,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 4: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.760 weighted; Network: gains 0.689 weighted; Security: gains 0.800 weighted.",-0.7596329,0.6887653,0.8001252,-14.407529,1.3712375,-118.37473,-13.647896,0.6824723,-119.17486,18.0,180.375,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.945101022720337,4.671875,12372.109375,0.004246302880346775,0.00978851318359375,0.0819789320230484,0.0,21.0,0.0,711.2857055664062,0.0,6.0,7.0
4354,Envelope,MORL_vec,MORL_RDX,8,8,4,1,"Action 8 was executed and matches the highest-Q action (action 8). Compared to next-best action 4: better on Resource, Security, worse on Network. Per-component: Resource: gains 0.072 weighted; Network: loses 0.607 weighted; Security: gains 1.239 weighted.",0.07248688,-0.607379,1.2392212,-13.710546,0.45760468,-118.34149,-13.783032,1.0649837,-119.58071,20.0,186.5,18.0,100.25,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9453799724578857,4.671875,12375.0546875,0.011446816846728325,0.053619384765625,0.0819789320230484,0.0,21.0,0.0,711.1428833007812,0.0,6.0,7.0
4355,Envelope,MORL_vec,MORL_RDX,6,6,3,1,"Action 6 was executed and matches the highest-Q action (action 6). Compared to next-best action 3: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.459 weighted; Network: gains 0.061 weighted; Security: gains 1.471 weighted.",-0.4585312,0.06084688,1.4708588,-13.807118,1.1099913,-119.029854,-13.348587,1.0491444,-120.50072,18.0,180.375,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9453799724578857,4.671875,12378.0,0.018728801980614662,0.06134033203125,0.0819789320230484,0.0,21.0,0.0,711.0,0.0,7.0,7.0
4356,Envelope,MORL_vec,MORL_RDX,4,4,3,1,"Action 4 was executed and matches the highest-Q action (action 4). Compared to next-best action 3: better on Network, Security, worse on Resource. Per-component: Resource: loses 0.335 weighted; Network: gains 0.341 weighted; Security: gains 0.260 weighted.",-0.33533785,0.3413465,0.26018372,-13.388507,1.3010523,-119.899605,-13.053169,0.9597059,-120.15979,20.0,186.5,20.0,102.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9459381103515625,4.671875,12380.9453125,0.011721746996045113,0.05377197265625,0.0819789320230484,0.0,21.0,0.0,710.8571166992188,0.0,7.0,7.0
